rn,bnk_type,cregnum,ogrn,bnk_name,opf,reg_date,lic_status,bnk_addr,regn,bank_name,bank_name_norm
802,НДКО,3526,1147711000040.0,"АО ""НДКО ""АКГ""",НПАО,2014-06-20,Ликвидация,,3526,"АО ""НДКО ""АКГ""",НДКО АКГ
803,,715,1020500001928.0,"КБ ""НАФТАБАНК"" ООО",ООО (Паевое),1990-11-05,Ликвидация,,715,"КБ ""НАФТАБАНК"" ООО",НАФТАБАНК
804,,2657,1027739291140.0,"КБ ""Старый Кремль"" (ООО)",ООО (Паевое),1994-01-21,Ликвидация,,2657,"КБ ""Старый Кремль"" (ООО)",СТАРЫЙ КРЕМЛЬ
805,,3133,1027739081347.0,"АКБ ""МЕЖПРОМБАНК"" (ОАО)",ОАО (АО),1994-10-19,Ликвидация,,3133,"АКБ ""МЕЖПРОМБАНК"" (ОАО)",МЕЖПРОМБАНК
806,,1799,,"ООО КБ ""БРИКО""",ООО (Паевое),1992-05-20,Ликвидация,,1799,"ООО КБ ""БРИКО""",БРИКО
807,,2593,1025000004787.0,"ООО КБ ""Альба Альянс""",ООО (Паевое),1993-12-03,Ликвидация,,2593,"ООО КБ ""Альба Альянс""",АЛЬБА АЛЬЯНС
808,,2274,1028900000029.0,"ООО КБ ""Ноябрьскнефтекомбанк""",ООО (Паевое),1993-03-03,Ликвидация,,2274,"ООО КБ ""Ноябрьскнефтекомбанк""",НОЯБРЬСКНЕФТЕКОМБАНК
809,Расчетная НКО,3317,1022900001849.0,"ЗАО ""СЕВЕРНАЯ КЛИРИНГОВАЯ ПАЛАТА""",ЗАО (АО),1997-10-23,Ликвидация,,3317,"ЗАО ""СЕВЕРНАЯ КЛИРИНГОВАЯ ПАЛАТА""",СЕВЕРНАЯ КЛИРИНГОВАЯ ПАЛАТА
810,,539,1022700000047.0,"ОАО ""НОМОС-РЕГИОБАНК""",ОАО (АО),1990-10-22,Ликвидация,,539,"ОАО ""НОМОС-РЕГИОБАНК""",НОМОС-РЕГИОБАНК
811,,1582,1037739228306.0,"ОАО КБ ""Мост-Банк""",ОАО (АО),1991-10-04,Ликвидация,,1582,"ОАО КБ ""Мост-Банк""",МОСТ-БАНК
812,,1188,,"ООО ""Шахунский коммерческий банк""",ООО (Паевое),1990-12-14,Ликвидация,,1188,"ООО ""Шахунский коммерческий банк""",ШАХУНСКИЙ
813,Расчетная НКО,3530,1145400000019.0,"ООО РНКО ""Платежный Стандарт""",ООО (Паевое),2014-12-05,Ликвидация,,3530,"ООО РНКО ""Платежный Стандарт""",РНКО ПЛАТЕЖНЫЙ СТАНДАРТ
814,,2148,1023400000271.0,"АО ""АКБ ""КОР""",НПАО,1992-11-04,Ликвидация,,2148,"АО ""АКБ ""КОР""",КОР
815,,2120,,Микобанк,ТОО (Паевое),1992-10-06,Ликвидация,,2120,Микобанк,МИКОБАНК
816,,2351,1022900003917.0,"АБ ""Двина-Траст""",ЗАО (АО),1993-05-24,Ликвидация,,2351,"АБ ""Двина-Траст""",ДВИНА-ТРАСТ
817,,11,1031659011471.0,"АО ""МНБ ""Континент""",ОАО (АО),1991-10-17,Ликвидация,,11,"АО ""МНБ ""Континент""",МНБ КОНТИНЕНТ
818,,3132,,-,ТОО (Паевое),1994-10-19,Ликвидация,,3132,-,
819,,1407,1026200000012.0,НОРВИК БАНК (ОАО),ОАО (АО),1991-03-13,Ликвидация,,1407,НОРВИК БАНК (ОАО),НОРВИК БАНК
820,,2296,,"МКБ ""ИНТЕРМЕДБАНК""",ООО (Паевое),1993-04-16,Ликвидация,,2296,"МКБ ""ИНТЕРМЕДБАНК""",МКБ ИНТЕРМЕДБАНК
821,,2484,1021000000108.0,"АО Банк ""Онего""",НПАО,1993-09-08,Ликвидация,,2484,"АО Банк ""Онего""",ОНЕГО
822,,1718,,СТБ,АООТ (АО),1992-01-08,Ликвидация,,1718,СТБ,СТБ
823,,1141,1075200001051.0,"ЗАО КБ ""Приволжское ОВК""",ЗАО (АО),1990-12-10,Ликвидация,,1141,"ЗАО КБ ""Приволжское ОВК""",ПРИВОЛЖСКОЕ ОВК
824,,3264,1047711009246.0,"ООО КБ ""Внешкредитбанк""",ООО (Паевое),1995-08-01,Ликвидация,,3264,"ООО КБ ""Внешкредитбанк""",ВНЕШКРЕДИТБАНК
825,,2364,1027400001166.0,"БАНК ""РЕЗЕРВ"" (АО)",НПАО,1993-06-03,Ликвидация,,2364,"БАНК ""РЕЗЕРВ"" (АО)",РЕЗЕРВ
826,,84,1022700000025.0,"ОАО ""Далькомбанк""",ОАО (АО),1991-03-15,Ликвидация,,84,"ОАО ""Далькомбанк""",ДАЛЬКОМБАНК
827,,3060,,"АКБ ""Финмаркетбанк""",АООТ (АО),1994-08-24,Ликвидация,,3060,"АКБ ""Финмаркетбанк""",ФИНМАРКЕТБАНК
828,,1909,1020600000618.0,"ООО КБ ""РИнгкомбанк""",ООО (Паевое),1992-06-17,Ликвидация,,1909,"ООО КБ ""РИнгкомбанк""",РИНГКОМБАНК
829,,3351,1027739051757.0,"АО ""РФИ БАНК""",НПАО,2000-11-10,Ликвидация,,3351,"АО ""РФИ БАНК""",РФИ БАНК
830,,599,1024200002265.0,"ООО КБ ""Заречный""",ООО (Паевое),1990-10-26,Ликвидация,,599,"ООО КБ ""Заречный""",ЗАРЕЧНЫЙ
831,Платежная НКО,3513,1127711000075.0,"ООО НКО ""Дельта Кей""",ООО (Паевое),2012-12-18,Ликвидация,,3513,"ООО НКО ""Дельта Кей""",ДЕЛЬТА КЕЙ
832,,2858,1045000000231.0,"АКБ ""ПАМБ""",ОАО (АО),1994-05-20,Ликвидация,,2858,"АКБ ""ПАМБ""",ПАМБ
833,,452,1032335014634.0,"АБ ""Кубинбанк""",ОАО (АО),1990-10-10,Ликвидация,,452,"АБ ""Кубинбанк""",КУБИНБАНК
834,Расчетная НКО,3319,1025200000803.0,"РНКО ""ФРЦ"" АО",НПАО,1997-11-11,Ликвидация,,3319,"РНКО ""ФРЦ"" АО",РНКО ФРЦ
835,НДКО,3497,1097711000067.0,"ООО НКО ""Тор Кредит""",ООО (Паевое),2009-06-15,Ликвидация,,3497,"ООО НКО ""Тор Кредит""",ТОР КРЕДИТ
836,Расчетная НКО,3308,1025400004915.0,ЗАО СРЦ,ЗАО (АО),1997-02-11,Ликвидация,,3308,ЗАО СРЦ,СРЦ
837,,3480,1077711000201.0,"ООО ""РАМ Банк""",ООО (Паевое),2007-12-27,Ликвидация,,3480,"ООО ""РАМ Банк""",РАМ БАНК
838,,725,,"""ЗАПАДУРАЛБАНК""",ОАО (АО),1990-11-06,Ликвидация,,725,"""ЗАПАДУРАЛБАНК""",ЗАПАДУРАЛБАНК
839,,3504,1117800013286.0,"АО ""СМБ-Банк""",НПАО,2011-09-06,Ликвидация,,3504,"АО ""СМБ-Банк""",СМБ-БАНК
840,,3359,1027739627750.0,"ООО КБ ""НР Банк""",ООО (Паевое),2000-12-20,Ликвидация,,3359,"ООО КБ ""НР Банк""",НР БАНК
841,,3190,1037739771640.0,"КБ ""Кутузовский"" ООО",ООО (Паевое),1994-12-30,Ликвидация,,3190,"КБ ""Кутузовский"" ООО",КУТУЗОВСКИЙ
842,,3219,1027739203590.0,"ЗАО КБ ""Резервный""",ЗАО (АО),1995-02-15,Ликвидация,,3219,"ЗАО КБ ""Резервный""",РЕЗЕРВНЫЙ
843,,389,1028600001902.0,"ЗАО АКБ ""Юганскнефтебанк""",ЗАО (АО),1991-12-27,Ликвидация,,389,"ЗАО АКБ ""Юганскнефтебанк""",ЮГАНСКНЕФТЕБАНК
844,,2612,1023400000139.0,"ОАО ""Волго-Дон банк""",ОАО (АО),1993-12-13,Ликвидация,,2612,"ОАО ""Волго-Дон банк""",ВОЛГО-ДОН БАНК
845,,3135,1036303380850.0,"ОАО БАНК ""ПРИОРИТЕТ""",ОАО (АО),1994-10-19,Ликвидация,,3135,"ОАО БАНК ""ПРИОРИТЕТ""",ПРИОРИТЕТ
846,,844,1025900000565.0,"ОАО ""Комбанк ""Прикамье""",ОАО (АО),1990-11-20,Ликвидация,,844,"ОАО ""Комбанк ""Прикамье""",КОМБАНК ПРИКАМЬЕ
847,,2178,1036303388868.0,"АКБ ""Росэстбанк""",ЗАО (АО),1992-12-08,Ликвидация,,2178,"АКБ ""Росэстбанк""",РОСЭСТБАНК
848,,30,1027739136919.0,"ОАО АКБ ""АВТОБАНК-НИКОЙЛ""",ОАО (АО),1991-09-30,Ликвидация,,30,"ОАО АКБ ""АВТОБАНК-НИКОЙЛ""",АВТОБАНК-НИКОЙЛ
849,,2653,1027739511799.0,"АКБ ""МИКОМС-Банк"" (ЗАО)",ЗАО (АО),1994-01-19,Ликвидация,,2653,"АКБ ""МИКОМС-Банк"" (ЗАО)",МИКОМС-БАНК
850,Расчетная НКО,3454,1057711003569.0,"НКО ""ИНКАХРАН"" (АО)",НПАО,2005-03-31,Ликвидация,,3454,"НКО ""ИНКАХРАН"" (АО)",ИНКАХРАН
851,Расчетная НКО,2866,1020500001488.0,"РНКО ""МГБ"" ООО",ООО (Паевое),1994-06-01,Ликвидация,,2866,"РНКО ""МГБ"" ООО",РНКО МГБ
852,,199,1037000000476.0,"ЗАО КБ ""Движение""",ЗАО (АО),1991-02-20,Ликвидация,,199,"ЗАО КБ ""Движение""",ДВИЖЕНИЕ
853,,3372,1027739340815.0,"КБ ООО ""ПриватХолдингБанк""",ООО (Паевое),2001-04-24,Ликвидация,,3372,"КБ ООО ""ПриватХолдингБанк""",ПРИВАТХОЛДИНГБАНК
854,,2713,,"АКБ ""РОСТОМБАНК""",АОЗТ (АО),1994-02-24,Ликвидация,,2713,"АКБ ""РОСТОМБАНК""",РОСТОМБАНК
855,,1342,1022500000819.0,"ООО КБ ""ВББ""",ООО (Паевое),1991-01-15,Ликвидация,,1342,"ООО КБ ""ВББ""",ВББ
856,,2658,1117711000043.0,"""РУСЛАНБАНК""",ЗАО (АО),1994-01-21,Ликвидация,,2658,"""РУСЛАНБАНК""",РУСЛАНБАНК
857,,3290,1027739139075.0,"ООО ""Хвоя Банк""",ООО (Паевое),1996-04-23,Ликвидация,,3290,"ООО ""Хвоя Банк""",ХВОЯ БАНК
858,,3119,1026600000844.0,"ОАО ""Уралфинпромбанк""",ОАО (АО),1994-10-10,Ликвидация,,3119,"ОАО ""Уралфинпромбанк""",УРАЛФИНПРОМБАНК
859,,1904,1021400000038.0,"АБ ""Сир"" (ОАО)",ОАО (АО),1992-06-10,Ликвидация,,1904,"АБ ""Сир"" (ОАО)",СИР
860,,3433,1037711002284.0,"ООО КБ ""Стар Альянс""",ООО (Паевое),2003-04-15,Ликвидация,,3433,"ООО КБ ""Стар Альянс""",СТАР АЛЬЯНС
861,,2832,1027739022981.0,"""НЕФТЕГАЗБАНК"" (ЗАО)",ЗАО (АО),1994-05-11,Ликвидация,,2832,"""НЕФТЕГАЗБАНК"" (ЗАО)",НЕФТЕГАЗБАНК
862,,2793,1027739855604.0,"ОАО ""РУСИЧ ЦЕНТР БАНК""",ОАО (АО),1994-04-19,Ликвидация,,2793,"ОАО ""РУСИЧ ЦЕНТР БАНК""",РУСИЧ ЦЕНТР БАНК
863,,3097,1027000000235.0,"ОАО АКБ ""Нефтеэнергобанк""",ОАО (АО),1994-09-22,Ликвидация,,3097,"ОАО АКБ ""Нефтеэнергобанк""",НЕФТЕЭНЕРГОБАНК
864,,562,1023600001776.0,"ОАО ""Воронежпромбанк""",ОАО (АО),1990-10-24,Ликвидация,,562,"ОАО ""Воронежпромбанк""",ВОРОНЕЖПРОМБАНК
865,,1027,1023000000210.0,АО ВКАБАНК,НПАО,1990-11-29,Ликвидация,,1027,АО ВКАБАНК,ВКАБАНК
866,,2750,1042700000012.0,"ОАО АКБ ""Град-Банк""",ОАО (АО),1994-03-15,Ликвидация,,2750,"ОАО АКБ ""Град-Банк""",ГРАД-БАНК
867,,2825,,"АКБ ""ПАРИ-БАНК""",ОАО (АО),1994-05-10,Ликвидация,,2825,"АКБ ""ПАРИ-БАНК""",ПАРИ-БАНК
868,,3476,1077711000179.0,"АКБ ""Терра"" ЗАО",ЗАО (АО),2007-10-18,Ликвидация,,3476,"АКБ ""Терра"" ЗАО",ТЕРРА
869,,1294,,"АКБ ""Тольятти Банк""",ОАО (АО),1990-12-26,Ликвидация,,1294,"АКБ ""Тольятти Банк""",ТОЛЬЯТТИ БАНК
870,,2869,,-,ТОО (Паевое),1994-06-03,Ликвидация,,2869,-,
871,,219,1037711002955.0,"ООО ""Комторгбанк""",ООО (Паевое),1991-12-29,Ликвидация,,219,"ООО ""Комторгбанк""",КОМТОРГБАНК
872,,3380,1027100002687.0,"АО ""Телекоммерц Банк""",НПАО,2001-11-05,Ликвидация,,3380,"АО ""Телекоммерц Банк""",ТЕЛЕКОММЕРЦ БАНК
873,,1684,1027700375944.0,"ЗАО ""БВА Банк""",ЗАО (АО),1991-12-26,Ликвидация,,1684,"ЗАО ""БВА Банк""",БВА БАНК
874,,1181,,"КБ ""РКТ""",ТОО (Паевое),1990-12-13,Ликвидация,,1181,"КБ ""РКТ""",РКТ
875,,2989,1027739224611.0,"АО ""РОСКОСМОСБАНК""",НПАО,1994-07-20,Ликвидация,,2989,"АО ""РОСКОСМОСБАНК""",РОСКОСМОСБАНК
876,,3078,,-,ТОО (Паевое),1994-09-06,Ликвидация,,3078,-,
877,,2466,1027739057686.0,"ОАО ИКБ ""Петрофф-банк""",ОАО (АО),1993-08-23,Ликвидация,,2466,"ОАО ИКБ ""Петрофф-банк""",ИКБ ПЕТРОФФ-БАНК
878,,2346,1037739510302.0,"Банк ""Центральное ОВК"" (ОАО)",ОАО (АО),1993-05-20,Ликвидация,,2346,"Банк ""Центральное ОВК"" (ОАО)",ЦЕНТРАЛЬНОЕ ОВК
879,,3277,1027744002967.0,"ЗАО ""Республиканский банк""",ЗАО (АО),1995-11-16,Ликвидация,,3277,"ЗАО ""Республиканский банк""",РЕСПУБЛИКАНСКИЙ БАНК
880,Расчетная НКО,3451,1047711012744.0,"НКО ""ОРП"" (ООО)",ООО (Паевое),2004-12-09,Ликвидация,,3451,"НКО ""ОРП"" (ООО)",ОРП
881,,1950,1025200000055.0,"ОАО КБ ""Эллипс банк""",ОАО (АО),1992-07-07,Ликвидация,,1950,"ОАО КБ ""Эллипс банк""",ЭЛЛИПС БАНК
882,,3026,1026300007030.0,"ООО ""ИПОЗЕМбанк""",ООО (Паевое),1994-08-04,Ликвидация,,3026,"ООО ""ИПОЗЕМбанк""",ИПОЗЕМБАНК
883,Расчетная НКО,749,1020500000400.0,"Кизилюртовская РНКО ""Сулак"" ООО",ООО (Паевое),1990-11-13,Ликвидация,,749,"Кизилюртовская РНКО ""Сулак"" ООО",КИЗИЛЮРТОВСКАЯ РНКО СУЛАК
884,,1694,1022980000020.0,"""АРХАНГЕЛЬСКПРОМСТРОЙБАНК""",ОАО (АО),1992-01-31,Ликвидация,,1694,"""АРХАНГЕЛЬСКПРОМСТРОЙБАНК""",АРХАНГЕЛЬСКПРОМСТРОЙБАНК
885,,3375,1027700157231.0,"КБ ""Охотный ряд"" (ООО)",ООО (Паевое),2001-07-19,Ликвидация,,3375,"КБ ""Охотный ряд"" (ООО)",ОХОТНЫЙ РЯД
886,Расчетная НКО,3346,1024500000898.0,"ОАО НКО ""Городской расчетный центр""",ОАО (АО),2000-02-29,Ликвидация,,3346,"ОАО НКО ""Городской расчетный центр""",ГОРОДСКОЙ РАСЧЕТНЫЙ ЦЕНТР
887,,457,1022300000040.0,"ОАО АКБ ""УРАЛСИБ-ЮГ БАНК""",ОАО (АО),1990-10-10,Ликвидация,,457,"ОАО АКБ ""УРАЛСИБ-ЮГ БАНК""",УРАЛСИБ-ЮГ БАНК
888,,1616,1023900000761.0,"ЗАО ИКБ ""ЕВРОПЕЙСКИЙ""",ЗАО (АО),1991-11-11,Ликвидация,,1616,"ЗАО ИКБ ""ЕВРОПЕЙСКИЙ""",ИКБ ЕВРОПЕЙСКИЙ
889,,1963,,"АКБ ""ОТОН""",АООТ (АО),1992-07-13,Ликвидация,,1963,"АКБ ""ОТОН""",ОТОН
890,,2158,1037700126089.0,"АКБ ""БАСМАННЫЙ"" (ЗАО)",ЗАО (АО),1992-11-19,Ликвидация,,2158,"АКБ ""БАСМАННЫЙ"" (ЗАО)",БАСМАННЫЙ
891,,3212,1027739907722.0,"ОАО КБ ""Газинвестбанк""",ОАО (АО),1995-02-09,Ликвидация,,3212,"ОАО КБ ""Газинвестбанк""",ГАЗИНВЕСТБАНК
892,,1076,1024900507015.0,"ОАО ""Колыма-банк""",ОАО (АО),1990-12-05,Ликвидация,,1076,"ОАО ""Колыма-банк""",КОЛЫМА-БАНК
893,,51,,ПРОГРЕССБАНК,ТОО (Паевое),1991-10-18,Ликвидация,,51,ПРОГРЕССБАНК,ПРОГРЕССБАНК
894,,3442,1037711005771.0,"КБ ""НПК-БАНК"" (ООО)",ООО (Паевое),2003-07-21,Ликвидация,,3442,"КБ ""НПК-БАНК"" (ООО)",НПК-БАНК
895,,1734,1027800004209.0,"ОАО ""ГАНЗАКОМБАНК""",ОАО (АО),1992-03-25,Ликвидация,,1734,"ОАО ""ГАНЗАКОМБАНК""",ГАНЗАКОМБАНК
896,,3455,1057711005384.0,"ЗАО КБ ""Свенска Хандельсбанкен""",ЗАО (АО),2005-05-06,Ликвидация,,3455,"ЗАО КБ ""Свенска Хандельсбанкен""",СВЕНСКА ХАНДЕЛЬСБАНКЕН
897,,559,1034200011383.0,"КАБ ""КУЗБАССОЦБАНК""",ОАО (АО),1990-10-24,Ликвидация,,559,"КАБ ""КУЗБАССОЦБАНК""",КАБ КУЗБАССОЦБАНК
898,,2843,1027739108935.0,"КБ ""КИП-БАНК"" (ООО)",ООО (Паевое),1994-05-16,Ликвидация,,2843,"КБ ""КИП-БАНК"" (ООО)",КИП-БАНК
899,,2293,1024000000177.0,"ОАИБ ""ИНВЕСКО-БАНК"" ЗАО",ЗАО (АО),1993-04-09,Ликвидация,,2293,"ОАИБ ""ИНВЕСКО-БАНК"" ЗАО",ОАИБ ИНВЕСКО-БАНК
900,,888,1022600000070.0,"ООО КБ ""Минераловодский""",ООО (Паевое),1990-11-22,Ликвидация,,888,"ООО КБ ""Минераловодский""",МИНЕРАЛОВОДСКИЙ
901,,2701,1027739077365.0,"АКБ ""РБИО"" (ОАО)",ОАО (АО),1994-02-18,Ликвидация,,2701,"АКБ ""РБИО"" (ОАО)",РБИО
902,,341,1025200000484.0,НАНБанк,АООТ (АО),1990-07-13,Ликвидация,,341,НАНБанк,НАНБАНК
903,,1964,,"АБ ""ТРИУМФ""",ОАО (АО),1992-07-17,Ликвидация,,1964,"АБ ""ТРИУМФ""",ТРИУМФ
904,,3101,1026300005302.0,"ОАО КБ ""Самарский кредит""",ОАО (АО),1994-09-29,Ликвидация,,3101,"ОАО КБ ""Самарский кредит""",САМАРСКИЙ КРЕДИТ
905,Расчетная НКО,3501,1104200001982.0,"ООО РНКО ""Традиция""",ООО (Паевое),2010-12-03,Ликвидация,,3501,"ООО РНКО ""Традиция""",РНКО ТРАДИЦИЯ
